,Rel Hum_%,Wind Speed_km/h,Press_kPa,Weather,Visiblity
7544,68,13,102.32,Clear,24.1
7545,59,15,102.39,Clear,48.3
7546,54,7,102.43,Mainly Clear,48.3
7547,46,6,102.45,Mainly Clear,48.3
7548,42,6,102.43,Mainly Clear,48.3
7549,39,6,102.39,Mostly Cloudy,48.3
7550,38,4,102.37,Mostly Cloudy,48.3
7551,41,11,102.4,Mostly Cloudy,48.3
7552,42,9,102.39,Mostly Cloudy,48.3
7553,43,7,102.47,Mostly Cloudy,25.0
7554,46,7,102.53,Mostly Cloudy,25.0
7555,51,7,102.58,Mainly Clear,25.0
7556,56,15,102.56,Mainly Clear,25.0
7557,56,9,102.53,Clear,25.0
7558,67,11,102.55,Mainly Clear,25.0
7559,56,11,102.5,Mainly Clear,25.0
7560,49,7,102.45,Mostly Cloudy,25.0
7561,48,13,102.34,Mostly Cloudy,25.0
7562,45,11,102.33,Cloudy,25.0
7563,45,17,102.24,Cloudy,25.0
7564,68,20,102.34,Cloudy,25.0
7565,73,20,102.23,Rain,25.0
7566,81,17,102.26,Rain,25.0
7567,82,22,102.3,Cloudy,24.1
7568,83,20,102.34,Cloudy,24.1
7569,80,20,102.29,Cloudy,24.1
7570,85,17,102.31,Rain Showers,24.1
7571,80,22,102.21,Rain Showers,24.1
7572,78,24,102.15,Mostly Cloudy,24.1
7573,75,17,102.11,Mainly Clear,48.3
7574,72,20,102.08,Clear,48.3
7575,70,19,102.07,Mainly Clear,48.3
7576,71,20,102.07,Mostly Cloudy,24.1
7577,79,17,102.12,Mostly Cloudy,25.0
7578,85,13,102.13,Mainly Clear,25.0
7579,88,17,102.14,Clear,25.0
7580,89,15,102.15,Clear,25.0
7581,89,15,102.13,Mainly Clear,25.0
7582,90,13,102.07,Clear,25.0
7583,90,15,102.04,Clear,25.0
7584,92,19,101.99,Mainly Clear,19.3
7585,90,17,101.97,Mainly Clear,25.0
7586,92,15,101.98,Mainly Clear,19.3
7587,92,15,101.94,Clear,19.3
7588,94,11,101.95,Clear,19.3
7589,93,11,101.91,Clear,19.3
7590,94,13,101.87,Mainly Clear,19.3
7591,94,11,101.9,Mainly Clear,16.1
7592,93,9,101.88,Mainly Clear,19.3
7593,84,7,101.83,Mainly Clear,19.3
7594,76,6,101.78,Mostly Cloudy,19.3
7595,64,6,101.71,Mostly Cloudy,19.3
7596,55,13,101.61,Mostly Cloudy,19.3
7597,57,22,101.52,Mostly Cloudy,24.1
7598,59,22,101.43,Cloudy,24.1
7599,57,20,101.33,Cloudy,24.1
7600,56,22,101.21,Cloudy,24.1
7601,53,33,101.13,Mostly Cloudy,25.0
7602,52,35,101.09,Mainly Clear,25.0
7603,54,32,100.98,Mainly Clear,25.0
7604,56,33,100.91,Mostly Cloudy,25.0
7605,58,30,100.9,Cloudy,25.0
7606,60,26,100.87,Cloudy,25.0
7607,64,24,100.84,Cloudy,25.0
7608,73,48,100.94,Rain,25.0
7609,89,37,101.25,Rain,12.9
7610,88,35,101.36,Rain,25.0
7611,85,41,101.45,Rain,25.0
7612,86,28,101.53,Rain,25.0
7613,86,30,101.6,Rain,25.0
7614,85,30,101.76,Cloudy,25.0
7615,80,30,101.78,Cloudy,24.1
7616,74,33,101.89,Mostly Cloudy,24.1
7617,66,32,101.95,Mostly Cloudy,24.1
7618,65,37,102.07,Mostly Cloudy,24.1
7619,61,30,102.09,Mostly Cloudy,48.3
7620,57,28,102.08,Mostly Cloudy,48.3
7621,54,33,102.13,Mostly Cloudy,48.3
7622,41,30,102.18,Mainly Clear,24.1
7623,55,28,102.25,Mainly Clear,24.1
7624,48,24,102.33,Mainly Clear,24.1
7625,49,13,102.41,Clear,25.0
7626,56,11,102.54,Clear,25.0
7627,62,11,102.6,Clear,25.0
7628,67,9,102.68,Clear,25.0
7629,69,7,102.75,Clear,25.0
7630,70,7,102.81,Clear,25.0
7631,72,7,102.84,Clear,25.0
7632,64,4,102.91,Clear,25.0
7633,69,6,102.91,Clear,25.0
7634,75,6,102.97,Clear,25.0
7635,72,6,102.99,Clear,25.0
7636,80,4,103.01,Clear,25.0
7637,87,4,103.09,Clear,25.0
7638,83,4,103.15,Clear,25.0
7639,87,4,103.25,Clear,48.3
7640,87,4,103.29,Clear,48.3
7641,76,6,103.31,Clear,24.1
7642,61,2,103.34,Clear,24.1
7643,50,4,103.31,Clear,24.1
7644,44,7,103.25,Mainly Clear,24.1
7645,43,4,103.2,Mainly Clear,48.3
7646,44,6,103.15,Clear,48.3
7647,41,6,103.15,Clear,48.3
7648,43,6,103.16,Mainly Clear,48.3
7649,45,7,103.15,Mainly Clear,24.1
7650,51,7,103.16,Clear,25.0
7651,54,9,103.17,Clear,25.0
7652,56,11,103.18,Clear,25.0
7653,56,7,103.16,Clear,25.0
7654,59,13,103.15,Clear,25.0
7655,61,11,103.12,Clear,25.0
7656,70,13,103.1,Clear,25.0
7657,79,9,103.06,Mainly Clear,25.0
7658,81,13,103.0,Mainly Clear,25.0
7659,83,9,103.01,Mainly Clear,25.0
7660,82,9,103.0,Clear,25.0
7661,79,13,102.94,Mainly Clear,25.0
7662,80,15,102.91,Mainly Clear,25.0
7663,80,13,102.94,Mostly Cloudy,24.1
7664,80,11,102.99,Cloudy,24.1
7665,75,19,102.93,Cloudy,24.1
7666,70,15,102.84,Cloudy,24.1
7667,64,11,102.79,Cloudy,24.1
7668,62,15,102.73,Cloudy,24.1
7669,55,13,102.65,Mostly Cloudy,24.1
7670,55,11,102.59,Mostly Cloudy,24.1
7671,55,13,102.55,Mainly Clear,24.1
7672,58,11,102.53,Mainly Clear,24.1
7673,59,9,102.53,Mainly Clear,25.0
7674,60,7,102.54,Clear,25.0
7675,63,7,102.51,Clear,25.0
7676,69,4,102.46,Clear,25.0
7677,77,6,102.46,Clear,25.0
7678,77,4,102.42,Clear,25.0
7679,86,6,102.44,Clear,25.0
7680,83,4,102.42,Clear,25.0
7681,88,4,102.4,Clear,19.3
7682,87,0,102.42,Clear,19.3
7683,89,0,102.4,Clear,19.3
7684,90,0,102.42,Clear,19.3
7685,91,4,102.48,Clear,19.3
7686,93,4,102.48,Mostly Cloudy,16.1
7687,91,4,102.49,Mostly Cloudy,16.1
7688,89,0,102.54,Mostly Cloudy,19.3
7689,86,9,102.55,Mostly Cloudy,19.3
7690,75,13,102.57,Mainly Clear,24.1
7691,67,15,102.53,Mostly Cloudy,24.1
7692,62,17,102.48,Mainly Clear,24.1
7693,58,15,102.49,Mainly Clear,24.1
7694,59,13,102.5,Mainly Clear,24.1
7695,59,9,102.5,Mostly Cloudy,24.1
7696,61,13,102.55,Mostly Cloudy,24.1
7697,66,13,102.61,Cloudy,25.0
7698,66,15,102.66,Cloudy,25.0
7699,68,13,102.69,Mostly Cloudy,25.0
7700,70,9,102.75,Mostly Cloudy,25.0
7701,79,9,102.79,Mainly Clear,25.0
7702,85,11,102.81,Mainly Clear,25.0
7703,86,13,102.84,Mainly Clear,25.0
7704,84,9,102.9,Clear,25.0
7705,85,9,102.94,Clear,25.0
7706,87,11,103.05,Mainly Clear,25.0
7707,80,11,103.13,Clear,25.0
7708,77,17,103.17,Clear,25.0
7709,68,13,103.24,Clear,25.0
7710,65,13,103.28,Clear,25.0
7711,68,13,103.39,Mainly Clear,24.1
7712,66,15,103.47,Mainly Clear,24.1
7713,60,15,103.51,Mainly Clear,24.1
7714,55,7,103.52,Mostly Cloudy,48.3
7715,51,4,103.5,Mostly Cloudy,48.3
7716,46,4,103.47,Mainly Clear,48.3
7717,45,4,103.43,Mainly Clear,48.3
7718,47,6,103.43,Mainly Clear,48.3
7719,48,6,103.43,Mainly Clear,48.3
7720,50,4,103.46,Mainly Clear,48.3
7721,53,4,103.46,Clear,25.0
7722,63,4,103.5,Mainly Clear,25.0
7723,68,4,103.51,Clear,25.0
7724,60,7,103.49,Clear,25.0
7725,68,7,103.51,Clear,25.0
7726,67,7,103.54,Clear,25.0
7727,67,9,103.56,Clear,25.0
7728,71,0,103.58,Clear,25.0
7729,76,0,103.59,Clear,25.0
7730,84,0,103.63,Clear,25.0
7731,85,7,103.61,Clear,25.0
7732,85,7,103.59,Clear,25.0
7733,83,7,103.61,Clear,25.0
7734,86,9,103.59,Mainly Clear,25.0
7735,86,9,103.63,Mostly Cloudy,24.1
7736,87,7,103.65,Cloudy,24.1
7737,80,9,103.65,Cloudy,24.1
7738,62,7,103.65,Mostly Cloudy,24.1
7739,54,7,103.59,Mostly Cloudy,48.3
7740,35,4,103.51,Mostly Cloudy,48.3
7741,31,6,103.46,Mostly Cloudy,48.3
7742,32,7,103.39,Mostly Cloudy,48.3
7743,29,9,103.38,Mostly Cloudy,48.3
7744,41,9,103.36,Mostly Cloudy,24.1
7745,47,9,103.36,Mostly Cloudy,25.0
7746,47,9,103.36,Mostly Cloudy,25.0
7747,55,4,103.36,Mostly Cloudy,25.0
7748,69,6,103.3,Mostly Cloudy,25.0
7749,61,11,103.27,Mainly Clear,25.0
7750,66,11,103.25,Cloudy,25.0
7751,75,11,103.22,Cloudy,25.0
7752,75,7,103.2,Mostly Cloudy,25.0
7753,77,6,103.15,Cloudy,25.0
7754,78,13,103.11,Mostly Cloudy,25.0
7755,78,9,103.11,Mostly Cloudy,25.0
7756,78,6,103.05,Mostly Cloudy,25.0
7757,79,9,103.03,Mainly Clear,25.0
7758,81,7,103.01,Clear,25.0
7759,83,9,102.99,Clear,16.1
7760,79,11,102.99,Mainly Clear,24.1
7761,74,7,102.92,Clear,24.1
7762,71,7,102.9,Mainly Clear,19.3
7763,65,6,102.83,Mainly Clear,24.1
7764,58,4,102.72,Clear,24.1
7765,69,6,102.64,Mainly Clear,19.3
7766,62,6,102.54,Mainly Clear,19.3
7767,59,4,102.5,Mainly Clear,24.1
7768,66,6,102.45,Mainly Clear,24.1
7769,72,4,102.42,Clear,25.0
7770,80,4,102.39,Mainly Clear,19.3
7771,80,4,102.33,Mainly Clear,25.0
7772,85,6,102.29,Clear,25.0
7773,91,4,102.23,Mainly Clear,19.3
7774,93,6,102.21,Clear,12.9
7775,90,6,102.16,Fog,9.7
7776,91,7,102.12,Fog,9.7
7777,95,7,102.08,Fog,9.7
7778,88,6,102.08,Fog,8.0
7779,93,6,102.08,Fog,9.7
7780,89,6,102.02,Fog,6.4
7781,89,6,102.0,Fog,6.4
7782,87,6,102.01,Fog,6.4
7783,87,7,102.02,Fog,4.8
7784,84,9,102.03,Haze,9.7
7785,81,6,102.01,Haze,9.7
7786,76,9,102.0,Mostly Cloudy,12.9
7787,69,6,101.96,Cloudy,11.3
7788,63,2,101.88,Cloudy,11.3
7789,63,4,101.83,Mostly Cloudy,11.3
7790,59,6,101.77,Mostly Cloudy,12.9
7791,59,11,101.77,Cloudy,16.1
7792,60,6,101.78,Cloudy,16.1
7793,72,7,101.79,Cloudy,16.1
7794,79,6,101.82,Mostly Cloudy,19.3
7795,80,7,101.85,Mostly Cloudy,16.1
7796,68,9,101.86,Mostly Cloudy,19.3
7797,73,9,101.84,Mostly Cloudy,25.0
7798,74,7,101.81,Mostly Cloudy,25.0
7799,73,9,101.83,Mostly Cloudy,25.0
7800,69,6,101.8,Mostly Cloudy,25.0
7801,81,6,101.82,Mostly Cloudy,25.0
7802,81,7,101.82,Mainly Clear,25.0
7803,83,9,101.83,Mainly Clear,25.0
7804,87,9,101.85,Mainly Clear,25.0
7805,86,11,101.86,Mostly Cloudy,25.0
7806,86,4,101.92,Mostly Cloudy,12.9
7807,82,11,102.0,Haze,9.7
7808,83,7,102.01,Mostly Cloudy,12.9
7809,72,7,102.01,Mostly Cloudy,16.1
7810,62,4,101.98,Mainly Clear,19.3
7811,63,4,101.93,Mainly Clear,19.3
7812,58,6,101.89,Mainly Clear,19.3
7813,57,7,101.89,Mainly Clear,19.3
7814,50,4,101.86,Mainly Clear,19.3
7815,48,4,101.87,Mainly Clear,19.3
7816,61,7,101.86,Mainly Clear,24.1
7817,71,7,101.85,Mainly Clear,25.0
7818,80,6,101.89,Mainly Clear,25.0
7819,79,4,101.89,Mainly Clear,25.0
7820,85,6,101.9,Mostly Cloudy,25.0
7821,82,6,101.88,Mainly Clear,25.0
7822,85,4,101.88,Mostly Cloudy,19.3
7823,88,4,101.86,Mainly Clear,19.3
7824,94,4,101.87,Mainly Clear,16.1
7825,94,6,101.83,Clear,16.1
7826,90,4,101.85,Clear,16.1
7827,86,4,101.86,Clear,16.1
7828,90,4,101.84,Clear,12.9
7829,87,6,101.85,Clear,16.1
7830,84,9,101.84,Clear,19.3
7831,78,4,101.85,Mainly Clear,24.1
7832,77,4,101.87,Mainly Clear,24.1
7833,74,6,101.81,Clear,24.1
7834,58,0,101.8,Clear,24.1
7835,52,6,101.72,Mainly Clear,24.1
7836,42,13,101.6,Mainly Clear,24.1
7837,35,13,101.52,Mainly Clear,24.1
7838,36,9,101.45,Mainly Clear,24.1
7839,44,15,101.39,Mainly Clear,24.1
7840,54,15,101.37,Mainly Clear,24.1
7841,61,15,101.35,Mainly Clear,25.0
7842,64,15,101.34,Mainly Clear,25.0
7843,67,6,101.3,Mainly Clear,25.0
7844,68,7,101.28,Mainly Clear,25.0
7845,71,17,101.24,Mainly Clear,25.0
7846,73,13,101.16,Mainly Clear,25.0
7847,66,11,101.11,Mainly Clear,25.0
7848,65,15,101.06,Clear,25.0
7849,77,17,100.96,Mainly Clear,25.0
7850,75,11,100.96,Mainly Clear,25.0
7851,70,6,100.9,Mainly Clear,25.0
7852,76,11,100.79,Mainly Clear,25.0
7853,70,11,100.69,Mostly Cloudy,25.0
7854,66,13,100.61,Mostly Cloudy,25.0
7855,67,13,100.54,Mostly Cloudy,48.3
7856,68,17,100.47,Cloudy,48.3
7857,59,20,100.34,Mostly Cloudy,48.3
7858,57,17,100.25,Mostly Cloudy,24.1
7859,50,24,100.11,Mostly Cloudy,24.1
7860,48,22,99.93,Mostly Cloudy,24.1
7861,51,24,99.8,Cloudy,48.3
7862,54,24,99.71,Cloudy,48.3
7863,58,17,99.79,Rain,16.1
7864,83,30,99.83,Rain,12.9
7865,87,22,99.78,Rain,16.1
7866,90,19,99.73,Cloudy,25.0
7867,87,20,99.7,Mostly Cloudy,25.0
7868,73,39,99.71,Cloudy,25.0
7869,70,39,99.72,Cloudy,25.0
7870,68,26,99.7,Rain Showers,25.0
7871,64,26,99.65,Cloudy,25.0
7872,61,19,99.59,Cloudy,25.0
7873,81,32,99.6,Rain Showers,25.0
7874,81,30,99.61,Rain Showers,25.0
7875,69,28,99.59,Cloudy,25.0
7876,63,37,99.56,Mostly Cloudy,25.0
7877,70,35,99.57,Mainly Clear,25.0
7878,72,28,99.58,Mostly Cloudy,25.0
7879,73,32,99.54,Mostly Cloudy,25.0
7880,74,30,99.57,Mostly Cloudy,25.0
7881,83,33,99.58,Rain Showers,24.1
7882,73,30,99.62,Snow Showers,24.1
7883,68,33,99.6,Snow Showers,24.1
7884,61,30,99.6,Snow Showers,24.1
7885,52,37,99.64,Cloudy,24.1
7886,57,39,99.65,Mostly Cloudy,24.1
7887,59,35,99.7,Snow Pellets,2.4
7888,71,28,99.74,Mostly Cloudy,24.1
7889,70,37,99.81,Snow Showers,12.9
7890,68,28,99.85,Snow Showers,25.0
7891,74,22,99.9,Snow Showers,19.3
7892,69,32,99.92,Cloudy,25.0
7893,62,28,99.96,Mostly Cloudy,25.0
7894,61,24,100.0,Mostly Cloudy,25.0
7895,60,32,100.0,Mostly Cloudy,25.0
7896,61,30,100.04,Mostly Cloudy,25.0
7897,61,26,100.08,Mainly Clear,25.0
7898,63,33,100.15,Clear,25.0
7899,62,26,100.19,Mainly Clear,25.0
7900,67,30,100.2,Mainly Clear,25.0
7901,64,32,100.25,Mainly Clear,25.0
7902,66,28,100.26,Mainly Clear,25.0
7903,70,26,100.27,Mainly Clear,25.0
7904,68,24,100.3,Mainly Clear,24.1
7905,65,33,100.33,Mainly Clear,24.1
7906,61,32,100.33,Mostly Cloudy,48.3
7907,60,35,100.28,Snow Showers,48.3
7908,57,33,100.21,Cloudy,48.3
7909,55,32,100.19,Cloudy,48.3
7910,52,30,100.22,Mostly Cloudy,48.3
7911,50,28,100.22,Mostly Cloudy,48.3
7912,51,24,100.24,Mostly Cloudy,48.3
7913,51,24,100.27,Clear,25.0
7914,53,20,100.35,Clear,25.0
7915,57,22,100.39,Clear,25.0
7916,58,17,100.42,Mostly Cloudy,25.0
7917,59,15,100.46,Mostly Cloudy,25.0
7918,60,13,100.47,Mostly Cloudy,25.0
7919,61,15,100.5,Mostly Cloudy,25.0
7920,67,9,100.52,Mostly Cloudy,25.0
7921,73,7,100.53,Mainly Clear,25.0
7922,68,7,100.57,Mainly Clear,25.0
7923,69,7,100.62,Cloudy,25.0
7924,68,9,100.66,Cloudy,25.0
7925,62,13,100.72,Cloudy,25.0
7926,61,11,100.77,Cloudy,25.0
7927,64,11,100.9,Cloudy,25.0
7928,67,19,101.03,Mainly Clear,24.1
7929,59,17,101.14,Mainly Clear,48.3
7930,54,19,101.25,Clear,48.3
7931,52,22,101.3,Clear,48.3
7932,49,24,101.33,Mainly Clear,48.3
7933,48,24,101.34,Clear,48.3
7934,45,24,101.38,Clear,48.3
7935,50,26,101.48,Clear,48.3
7936,58,24,101.56,Clear,48.3
7937,61,20,101.67,Clear,25.0
7938,63,20,101.75,Clear,25.0
7939,62,15,101.81,Clear,25.0
7940,66,13,101.85,Clear,25.0
7941,79,7,101.87,Clear,25.0
7942,72,0,101.9,Clear,25.0
7943,74,4,101.94,Clear,25.0
7944,82,4,101.97,Clear,25.0
7945,85,4,101.98,Clear,25.0
7946,84,4,102.04,Mainly Clear,25.0
7947,83,7,102.03,Cloudy,25.0
7948,78,7,102.01,Cloudy,25.0
7949,70,7,102.02,Cloudy,25.0
7950,72,6,102.04,Cloudy,25.0
7951,71,9,102.05,Mostly Cloudy,24.1
7952,78,9,102.15,Mostly Cloudy,24.1
7953,72,9,102.13,Mostly Cloudy,24.1
7954,70,9,102.2,Mostly Cloudy,24.1
7955,66,6,102.2,Mostly Cloudy,24.1
7956,60,4,102.16,Mainly Clear,24.1
7957,57,7,102.12,Mainly Clear,24.1
7958,58,6,102.08,Mainly Clear,24.1
7959,58,7,102.07,Mainly Clear,24.1
7960,62,7,102.08,Clear,24.1
7961,70,6,102.09,Clear,25.0
7962,73,4,102.15,Clear,25.0
7963,74,6,102.16,Clear,25.0
7964,80,6,102.14,Clear,25.0
7965,77,7,102.13,Mainly Clear,25.0
7966,82,7,102.1,Mostly Cloudy,25.0
7967,81,7,102.07,Mostly Cloudy,25.0
7968,83,7,102.03,Mainly Clear,25.0
7969,86,6,101.99,Mainly Clear,25.0
7970,83,4,101.99,Mostly Cloudy,25.0
7971,83,11,101.96,Mostly Cloudy,25.0
7972,85,4,101.93,Mostly Cloudy,25.0
7973,87,7,101.92,Cloudy,25.0
7974,87,11,101.89,Cloudy,25.0
7975,85,9,101.86,Cloudy,24.1
7976,87,4,101.85,Cloudy,24.1
7977,84,6,101.79,Mostly Cloudy,24.1
7978,74,4,101.76,Mostly Cloudy,24.1
7979,71,6,101.66,Cloudy,24.1
7980,58,9,101.55,Cloudy,24.1
7981,64,20,101.47,Cloudy,19.3
7982,86,19,101.42,Snow Showers,3.2
7983,94,15,101.37,Snow Showers,2.4
7984,90,20,101.37,Snow Showers,6.4
7985,92,22,101.36,Snow,4.8
7986,90,24,101.35,Snow,8.0
7987,88,22,101.35,Snow Showers,12.9
7988,88,20,101.36,Snow Showers,16.1
7989,85,24,101.38,Snow Showers,16.1
7990,67,30,101.45,Mostly Cloudy,25.0
7991,69,20,101.56,Mainly Clear,25.0
7992,70,28,101.62,Clear,25.0
7993,65,22,101.71,Clear,25.0
7994,64,17,101.8,Clear,25.0
7995,68,17,101.87,Clear,25.0
7996,73,9,101.86,Clear,25.0
7997,77,6,101.85,Mainly Clear,25.0
7998,72,13,101.84,Mostly Cloudy,25.0
7999,65,11,101.81,Cloudy,24.1
8000,76,13,101.77,Snow,19.3
8001,83,19,101.67,Snow,9.7
8002,85,20,101.56,Snow,4.8
8003,88,15,101.46,Snow,19.3
8004,84,15,101.35,Snow,6.4
8005,86,17,101.33,Snow,24.1
8006,83,22,101.33,Snow,24.1
8007,78,22,101.4,Snow,24.1
8008,74,15,101.5,Cloudy,24.1
8009,63,24,101.63,Cloudy,25.0
8010,55,28,101.78,Snow Showers,25.0
8011,58,22,101.9,Cloudy,25.0
8012,61,20,102.08,Cloudy,25.0
8013,63,19,102.18,Cloudy,25.0
8014,59,17,102.29,Mostly Cloudy,25.0
8015,62,20,102.42,Mainly Clear,25.0
8016,64,19,102.52,Clear,25.0
8017,69,9,102.6,Clear,25.0
8018,76,6,102.72,Clear,25.0
8019,71,4,102.78,Clear,25.0
8020,68,4,102.82,Clear,25.0
8021,75,6,102.9,Clear,25.0
8022,74,9,102.96,Mainly Clear,25.0
8023,72,9,103.03,Mainly Clear,24.1
8024,73,13,103.12,Mainly Clear,48.3
8025,72,7,103.16,Mainly Clear,48.3
8026,62,11,103.2,Mostly Cloudy,48.3
8027,61,9,103.18,Mostly Cloudy,48.3
8028,62,0,103.16,Mostly Cloudy,48.3
8029,61,6,103.15,Mostly Cloudy,48.3
8030,59,6,103.15,Mostly Cloudy,48.3
8031,57,11,103.14,Cloudy,48.3
8032,58,11,103.16,Cloudy,24.1
8033,60,15,103.2,Cloudy,25.0
8034,62,13,103.24,Cloudy,25.0
8035,61,15,103.24,Mostly Cloudy,25.0
8036,60,15,103.26,Cloudy,25.0
8037,59,19,103.3,Mainly Clear,25.0
8038,61,19,103.29,Mainly Clear,25.0
8039,65,17,103.25,Mainly Clear,25.0
8040,64,9,103.26,Clear,25.0
8041,64,13,103.25,Mainly Clear,25.0
8042,64,20,103.21,Mainly Clear,25.0
8043,77,15,103.27,Mainly Clear,25.0
8044,76,17,103.22,Mostly Cloudy,25.0
8045,80,20,103.19,Mostly Cloudy,25.0
8046,77,26,103.18,Mostly Cloudy,25.0
8047,79,24,103.19,Cloudy,24.1
8048,70,19,103.23,Mostly Cloudy,24.1
8049,65,24,103.18,Cloudy,24.1
8050,68,24,103.18,Cloudy,24.1
8051,68,20,103.08,Cloudy,24.1
8052,66,24,102.97,Cloudy,24.1
8053,63,22,102.9,Cloudy,24.1
8054,66,22,102.86,Cloudy,24.1
8055,66,17,102.84,Cloudy,24.1
8056,70,20,102.82,Cloudy,24.1
8057,70,20,102.73,Snow,19.3
8058,71,19,102.71,Snow,25.0
8059,72,17,102.63,Cloudy,25.0
8060,73,17,102.55,Cloudy,25.0
8061,75,17,102.49,Cloudy,25.0
8062,76,13,102.36,Snow,19.3
8063,78,19,102.28,Cloudy,16.1
8064,80,15,102.18,Cloudy,24.1
8065,82,15,102.11,Cloudy,24.1
8066,82,15,102.06,Cloudy,25.0
8067,84,13,102.02,Snow,25.0
8068,85,13,101.86,Cloudy,25.0
8069,84,11,101.75,Cloudy,25.0
8070,86,9,101.67,Cloudy,25.0
8071,86,6,101.58,Cloudy,25.0
8072,85,28,101.46,Cloudy,25.0
8073,84,32,101.34,Cloudy,24.1
8074,83,28,101.27,Cloudy,19.3
8075,81,28,101.16,Cloudy,24.1
8076,79,28,101.0,Rain Showers,24.1
8077,88,19,100.89,Rain,12.9
8078,90,19,100.82,"Rain,Fog",9.7
8079,95,22,100.75,"Rain,Fog",4.8
8080,96,20,100.68,"Rain,Fog",6.4
8081,97,17,100.65,"Rain,Fog",6.4
8082,99,15,100.65,"Rain,Fog",4.8
8083,100,15,100.67,"Drizzle,Fog",3.6
8084,99,13,100.68,"Drizzle,Fog",3.2
8085,99,11,100.7,Fog,8.0
8086,99,15,100.71,"Drizzle,Fog",8.0
8087,97,19,100.72,"Drizzle,Fog",8.0
8088,96,15,100.78,"Drizzle,Fog",9.7
8089,93,22,100.85,Cloudy,12.9
8090,90,28,100.99,Mostly Cloudy,25.0
8091,83,26,101.22,Mostly Cloudy,25.0
8092,84,13,101.35,Mostly Cloudy,25.0
8093,83,13,101.48,Mostly Cloudy,25.0
8094,87,11,101.58,Clear,25.0
8095,88,9,101.7,Mainly Clear,25.0
8096,85,11,101.78,Mainly Clear,24.1
8097,83,11,101.87,Mostly Cloudy,48.3
8098,83,13,101.99,Mostly Cloudy,24.1
8099,83,11,101.96,Cloudy,24.1
8100,83,9,101.96,Cloudy,24.1
8101,82,9,101.95,Cloudy,24.1
8102,79,13,101.95,Cloudy,24.1
8103,81,9,101.98,Cloudy,24.1
8104,76,4,102.01,Cloudy,24.1
8105,88,4,102.03,Cloudy,25.0
8106,84,4,102.03,Cloudy,25.0
8107,81,6,102.01,Cloudy,25.0
8108,82,0,101.99,Cloudy,25.0
8109,87,6,101.99,Cloudy,25.0
8110,84,11,101.94,Cloudy,25.0
8111,83,13,101.91,Cloudy,25.0
8112,84,13,101.92,Cloudy,25.0
8113,86,7,101.86,Cloudy,25.0
8114,82,6,101.81,Mostly Cloudy,25.0
8115,83,19,101.71,Cloudy,25.0
8116,88,20,101.56,Mainly Clear,25.0
8117,90,13,101.52,Mostly Cloudy,25.0
8118,89,15,101.41,Cloudy,25.0
8119,89,13,101.35,Cloudy,25.0
8120,89,9,101.29,Rain Showers,19.3
8121,93,11,101.23,Rain Showers,19.3
8122,89,19,101.16,Mostly Cloudy,19.3
8123,85,17,101.06,Cloudy,24.1
8124,81,19,100.92,Mostly Cloudy,24.1
8125,79,17,100.84,Cloudy,24.1
8126,81,24,100.74,Cloudy,24.1
8127,81,24,100.66,Cloudy,24.1
8128,83,24,100.64,Cloudy,19.3
8129,83,30,100.55,Cloudy,25.0
8130,85,32,100.5,Cloudy,25.0
8131,86,7,100.57,Rain Showers,25.0
8132,95,15,100.53,Rain,12.9
8133,95,9,100.56,Rain,6.4
8134,97,6,100.57,Rain,12.9
8135,96,19,100.63,Rain,9.7
8136,90,19,100.56,Rain,12.9
8137,89,30,100.45,Rain,16.1
8138,90,24,100.5,Rain,16.1
8139,93,24,100.53,Rain,9.7
8140,85,15,100.55,Mainly Clear,25.0
8141,84,17,100.62,Cloudy,25.0
8142,81,24,100.68,Mostly Cloudy,25.0
8143,71,30,100.74,Mostly Cloudy,25.0
8144,71,26,100.85,Cloudy,24.1
8145,69,26,100.95,Cloudy,24.1
8146,75,28,101.09,"Rain Showers,Snow Showers",19.3
8147,71,30,101.17,Snow Showers,24.1
8148,65,26,101.23,Snow Showers,24.1
8149,54,30,101.29,Mostly Cloudy,24.1
8150,57,35,101.34,Mostly Cloudy,24.1
8151,56,26,101.47,Mostly Cloudy,24.1
8152,51,30,101.58,Cloudy,24.1
8153,56,30,101.66,Cloudy,25.0
8154,58,22,101.76,Mostly Cloudy,25.0
8155,57,28,101.84,Snow,25.0
8156,58,19,101.88,Mostly Cloudy,25.0
8157,60,24,101.93,Mostly Cloudy,25.0
8158,55,26,102.01,Mostly Cloudy,25.0
8159,55,20,102.07,Mostly Cloudy,25.0
8160,56,20,102.1,Mostly Cloudy,25.0
8161,59,17,102.12,Mostly Cloudy,25.0
8162,61,17,102.21,Mostly Cloudy,25.0
8163,65,15,102.26,Mostly Cloudy,25.0
8164,68,11,102.33,Mostly Cloudy,25.0
8165,71,9,102.38,Mainly Clear,25.0
8166,73,13,102.45,Mainly Clear,25.0
8167,73,11,102.47,Mainly Clear,24.1
8168,72,7,102.52,Mainly Clear,24.1
8169,66,9,102.53,Mostly Cloudy,48.3
8170,64,13,102.56,Mostly Cloudy,48.3
8171,58,13,102.46,Mainly Clear,48.3
8172,56,6,102.37,Mainly Clear,48.3
8173,58,7,102.27,Mainly Clear,48.3
8174,55,13,102.21,Mainly Clear,48.3
8175,60,11,102.18,Mainly Clear,48.3
8176,68,7,102.11,Mainly Clear,48.3
8177,69,7,102.1,Mainly Clear,25.0
